run_id,timestamp,query,mode,k,temperature,decision_label,answer,citations,correctness,supported_by_retrieval,hallucination,harm_severity

[MA002|MA002_C010] OB C7. DOB C11. DOB C4. Sex C8. Sex C12. Sex Name of Medical Facility 1 59 2 43 78 6 E WN S Yes Yes Yes H (Hazardous) 5 Changing lanes 6 Entering traffic lane 7 Leaving traffic lane 8 Making U-turn 9 Overtaking/passing 10 Backing 11 Parked 97 Other 99 Unknown 1 Travelling straight ahead 2 Slowing or stopped 3 Turning right 4 Turning left T (Doubles/Triples) S School BusN (Tank vehicles) P (Passenger transport) X (Tank and Hazardous) No No No D. Other Vehicle(s) Involved in the Crash D1. Number of occupants in the Vehicle: D2. Number of injured occupants D3. Was Vehicle Damage above $1000? D4. Moped? D5. Hit and Run? D23. Full Name of Vehicle Owner (Last, First, Middle) D13. Vehicle Travel Direction D14. Name of Vehicle Driver (Last, First, Middle) D12. Commercial Driver’s License Endorsements D24. Street Address D26. Vehicle Damaged Area (check up to three) 0 None 10 Undercarriage 11 Tot","[{""doc_id"": ""MA007"", ""chunk_id"": ""MA007_C002""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C020""}, {""doc_id"": ""MA002"", ""chunk_id"": ""MA002_C000""}, {""doc_id"": ""MA009"", ""chunk_id"": ""MA009_C002""}, {""doc_id"": ""MA002"", ""chunk_id"": ""MA002_C010""}]",,,,
d84998f2-9bd0-4582-acec-917ed645382e,2026-01-12T16:59:41,ambiguous,I’m not sure what coverage I have. What should I do?,retrieval_only,5,NA,NEED_MORE_INFO,"[MA006|MA006_C017] om my or the other party’s auto coverage? I was driving a rental car and got into an accident. Which coverage is primary, my auto insurance coverage or the insurance coverage provided by the rental car company? My insurance company says my vehicle is a total loss after an accident. Does my company have to give me the amount of money I need to replace it? My car was totaled and a rental car was approved by my insurance company, but they are now asking me to return the car or I will have to pay for the rental car myself. Can they do that? Do I have to keep paying my auto insurance premium even after the insurance company says my vehicle is a total loss? Additional Resources May I keep my vehicle if I have a collision, limited collision or comprehensive claim and my insurance company declares it a total loss? Is my company required to waive my collision deductible if I’m not more than 50% a

[MA004|MA004_C005] ictures of Your Injuries Immediately When considering what to do after a car accident in Massachusetts, you must document any injuries as soon as possible. Clear, detailed photos can provide solid evidence of the harm you sustained during the accident. When dealing with the insurance company, these images help prove the severity of your injuries and support your claim. Here’s what you may want to capture to solidify your case: Make sure to depict these pieces of evidence from different angles and ranges. If you’re unable to take photos yourself, ask a friend or family member to assist you. Attorneys are often able to significantly increase the actual cash value of a case with the aid of pictures taken immediately after an accident. Write Down Accident Details for Legal Reference Be sure to take notes on as much as you remember from the incident as possible. Write down all the things ment

[MA009|MA009_C003] submitting your complaint: Before ﬁling a complaint, please make sure you have considered your other options: Have you contacted your agent for assistance? Have you contacted the company for assistance? Have you sent the insurance company the information they requested? Have you asked the company to explain the reason for not paying your claim? Your completed complaint form gives us authorization to review your concerns and provides the information necessary to pursue our investigation. In order to process your complaint, we also need the following information from you: Name of the insurance companies and agents involved Your Member ID, policy and/or claim numbers A signed and notarized Power of Attorney (POA) if you are ﬁling on behalf of a family member. Please be sure to send us all relevant information when you submit your complaint. If you need to send additional documents please em

[MA006|MA006_C013] d Massachusetts Automobile Insurance Policy the insurance company is not required to cover claims for inherent diminished value arising from an accident caused by an at-fault 3rd party, but the party who is at-fault for the accident could be held responsible for inherent diminished value, if the inherent diminished value can be independently established. When settling a claim, it may be necessary for you to contact the insurance company for the driver that was at fault in your accident to understand whether there is coverage for inherent diminished value to your vehicle. Yes. They can deny a claim if any of the information on your application is false. The single most important thing you can do to protect yourself from a claim denial is to make sure that all of the information you give to your insurance company is complete and accurate. If you or someone on your behalf gives false, decep

[MA007|MA007_C002] t wages up to the limit of your policy. Bodily Injury Liability: Covers harm the policyholder causes to another person. Property Damage Liability: Pays for repairs made to another person's property after an accident you cause. Collision and Comprehensive Coverage: Optional coverage for damages to your vehicle. File a Claim with Your Insurance Company Contact Your Insurer: Notify your insurance company about the accident as soon as possible. Provide Details: Give a detailed account of the incident, including the extent of your injuries and property damage. Submit Documentation: Provide the police report, accident images, and any associated medical documents or invoices to your insurer. Seek Medical Attention Immediate Care: Seek medical attention immediately after the accident, even if you feel ﬁne. Some injuries may not be immediately apparent. Keep Records: Keep a record of all prescrip","[{""doc_id"": ""MA006"", ""chunk_id"": ""MA006_C017""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C005""}, {""doc_id"": ""MA009"", ""chunk_id"": ""MA009_C003""}, {""doc_id"": ""MA006"", ""chunk_id"": ""MA006_C013""}, {""doc_id"": ""MA007"", ""chunk_id"": ""MA007_C002""}]",,,,
cddee28f-23a1-4f30-a131-46a0647a46bb,2026-01-12T16:59:41,ambiguous,My car is not drivable. What now?,retrieval_only,5,NA,PROCEED,"[MA004|MA004_C002]  be to get yourself and any passengers involved to a safe location. If your motor vehicle is drivable, move it to the side of the road or another safe area away from traffic. Turn on your hazard lights — this way, you can prevent further damage and alert other drivers about the situation. Always be aware and cautious of your surroundings. Under no circumstances should you stand in the path of oncoming traffic while assessing the situation. Your safety and well-being must remain a top priority before addressing any other concerns. Call 911 and Report the Accident Immediately Calling 911 immediately after a Boston car accident will help make sure that law enforcement officially documents the incident. Even if the accident seems minor, having a police report can be super important, especially if you are not at fault. The report provides an unbiased account of the scene, which can be key evi

[MA006|MA006_C017] om my or the other party’s auto coverage? I was driving a rental car and got into an accident. Which coverage is primary, my auto insurance coverage or the insurance coverage provided by the rental car company? My insurance company says my vehicle is a total loss after an accident. Does my company have to give me the amount of money I need to replace it? My car was totaled and a rental car was approved by my insurance company, but they are now asking me to return the car or I will have to pay for the rental car myself. Can they do that? Do I have to keep paying my auto insurance premium even after the insurance company says my vehicle is a total loss? Additional Resources May I keep my vehicle if I have a collision, limited collision or comprehensive claim and my insurance company declares it a total loss? Is my company required to waive my collision deductible if I’m not more than 50% a

[MA004|MA004_C001] might need help with properly documenting the scene of the accident and working with the police on an accident report. It is also natural to worry that your insurance company may not cover the full costs of your injuries. Law enforcement officers may not understand what caused the accident in the first place. However, knowing what to do in the moments, days, and weeks after the accident can go a long way in aiding your recovery and also helping to ensure you receive proper compensation for the vehicle damage caused by the car accident. For these reasons, one of the best things you can do is find a reputable Massachusetts car accident lawyer. Michael Kelly Injury Lawyers can help you manage the claims process and achieve justice. Follow this car accident checklist for the best results. Ensure Safety After a Car Accident in Massachusetts After a car accident, your immediate priority should

[MA004|MA004_C009] ycle accident, want to pursue compensation and go after the driver at fault for the accident, working with an experienced lawyer is your best bet for a personal injury lawsuit or for obtaining passenger injury compensation from your own insurance company. Most Lowell personal injury lawyers provide a free consultation. It is better to sit down and speak with a Massachusetts car accident lawyer and refrain from signing up with their firm than to talk to no one at all. You can get more than the insurer’s coverage if you have the support of an attorney who understands Massachusetts law and has experience in claim negotiations. What to Do After You Leave the Scene of a Car Accident in Massachusetts? Your initial steps after a car accident form the base of a successful car insurance claim. However, the work does not end there. Strengthening your case after the scene involves gathering more ev

[MA005|MA005_C000] Privacy - Terms /News/Massachusetts/Massachusetts Car Accident Reports: What to Know Understanding how car accident reports work in Massachusetts can make a signiﬁcant difference in protecting your legal rights after a crash. From who must ﬁle the report to how the information impacts insurance claims and potential lawsuits, the process is more than just paperwork—it can affect everything from fault determination to compensation. This article breaks down the key aspects of Massachusetts car accident reports, helping you understand when to ﬁle, what information to include, and how the report can inﬂuence your case. Why Car Accident Reports Matter in Massachusetts Massachusetts operates under a no-fault insurance system, which means drivers typically turn to their own insurance company for coverage of medical expenses and lost wages, regardless of who caused the accident. However, in cases","[{""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C002""}, {""doc_id"": ""MA006"", ""chunk_id"": ""MA006_C017""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C001""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C009""}, {""doc_id"": ""MA005"", ""chunk_id"": ""MA005_C000""}]",,,,
0437ad9e-a998-427d-b8f7-0e74dcaf9c0b,2026-01-12T16:59:41,ambiguous,The other driver left. What should I do?,retrieval_only,5,NA,PROCEED,"[MA002|MA002_C008] known fixed object Jackknife Cargo/equipment loss or shift Separation of units Downhill runaway Other non-collision Unknown non-collision Other Unknown 9 jh 10 11 jh 20 21 22 23 jh 24 25 26 27 jh 28 jh 29 jh 30 31 40 41 42 jh 43 44 jh jh 45 46 47 48 jh 49 50 51 52 97 99 32 jh 33 34 jh 35 jh jh 36 Route# Name of Roadway/Street OR: d) Landmark OR: c) Intersecting Street/Roadway OR: b) Exit Number 97 Other 99 Unknown 17 All terrain vehicle( ATV) 18 Snowmobile 97 Other 99 Unknown CRASH102_0124 C. You and Your Passengers C1. Passenger 1 (Last, First, Middle) Driver C5. Passenger 2 (Last, First, Middle) Passenger 1 C9. Passenger 3 (Last, First, Middle) Front seat - left side (or motorcycle driver) Front seat - middle Front seat - right side Second seat - left side (or motorcycle passenger) Second seat - middle Second seat - right side Third row - left side (or motorcycle passenger) 1 k 2 3 4 k

[MA002|MA002_C010] OB C7. DOB C11. DOB C4. Sex C8. Sex C12. Sex Name of Medical Facility 1 59 2 43 78 6 E WN S Yes Yes Yes H (Hazardous) 5 Changing lanes 6 Entering traffic lane 7 Leaving traffic lane 8 Making U-turn 9 Overtaking/passing 10 Backing 11 Parked 97 Other 99 Unknown 1 Travelling straight ahead 2 Slowing or stopped 3 Turning right 4 Turning left T (Doubles/Triples) S School BusN (Tank vehicles) P (Passenger transport) X (Tank and Hazardous) No No No D. Other Vehicle(s) Involved in the Crash D1. Number of occupants in the Vehicle: D2. Number of injured occupants D3. Was Vehicle Damage above $1000? D4. Moped? D5. Hit and Run? D23. Full Name of Vehicle Owner (Last, First, Middle) D13. Vehicle Travel Direction D14. Name of Vehicle Driver (Last, First, Middle) D12. Commercial Driver’s License Endorsements D24. Street Address D26. Vehicle Damaged Area (check up to three) 0 None 10 Undercarriage 11 Tot

[MA004|MA004_C018] pany information Driver’s license number License plate number, vehicle model, and make of the car Vehicle registration details, such as VIN Contact details of other passengers injured in the accident Cuts, bruises, scrapes and wounds 01 Marks left by a seatbelt or airbags 02 Any medical equipment you are forced to use (slings, crutches, wheelchairs, etc.) 03 Torn or bloodied clothes 04 The time of the accident What you might have been doing immediately before the accident What happened after the accident Take and save photos of the car’s location before it was moved (if applicable). Medical records, prescriptions, medical bills, and treatment notes Test results Vehicle repair cost estimates Bills and receipts of your out-of-pocket expenses triggered by the accident. Get a FREE Consultation Fill out our contact form below for your free, no obligation case review. SUBMIT FORM 5.0 I needed 

[MA006|MA006_C018] t-fault for an accident? Is my insurance company required to pay me for the lost or “diminished” value of my vehicle after it has been in an accident and has been fully repaired? I had an accident with another car and the driver of the other car is at-fault. Can I submit a claim to that driver’s insurance company for the “diminished” value of my vehicle after it has been in this accident and has been fully repaired? Can my insurance company deny a claim for damages to my vehicle if the principle place of garaging listed on my application is false? Can my insurance company cancel my policy if I ﬁle a claim? What can I do if I receive a cancellation notice? Additional Resources Yes No Executive Oﬃce of Economic Development … Lemon Laws Automobile Insurance Feedback Menu State OrganizationsSelect Language

[MA005|MA005_C004] er fact-ﬁnding process. Discrepancies between the driver's report and the ofﬁcer's account may raise questions, so consistency and honesty are important. Accessing a Police Accident Report in Massachusetts To get a copy of the ofﬁcial police report, you can: Contact the local police department that responded to the crash Request a copy through the RMV's Crash Records Unit Use the online crash report request system (for eligible cases) There may be a small processing fee, and reports are typically available within 10 days, depending on the department. How Accident Reports Impact Insurance and Legal Claims In no-fault cases, your insurer will primarily look at your own policy coverage. However, if your injuries exceed certain thresholds—such as medical bills over $2,000 or permanent disﬁgurement—you may pursue a liability claim against the at-fault driver. In these instances, your accident","[{""doc_id"": ""MA002"", ""chunk_id"": ""MA002_C008""}, {""doc_id"": ""MA002"", ""chunk_id"": ""MA002_C010""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C018""}, {""doc_id"": ""MA006"", ""chunk_id"": ""MA006_C018""}, {""doc_id"": ""MA005"", ""chunk_id"": ""MA005_C004""}]",,,,
bd5012ae-1c36-4dcb-ba6d-7bee4c17a77b,2026-01-12T16:59:41,ambiguous,I don’t remember all the details. Can I still file?,retrieval_only,5,NA,PROCEED,"[MA004|MA004_C003] dence when filing a car accident claim or if you need to prove the legal liability of other parties. Additionally, a police report can help simplify the claims process with your insurance company. Exchange Insurance and Contact Information Although the police are responsible for compiling an accident report, they may miss some crucial details, especially in serious car accidents, where emergency services and safety are the top priorities. That’s why you should try to gather information on your own to secure your insurance claim. You should also copy down some identifying information about the other vehicle involved in the accident. Here’s a list of important details to note: Don’t Admit Fault Even if you believe you may have been the cause of the car accident, refrain from making statements regarding liability until you have had an opportunity to collect yourself. Some people will inadve

[MA004|MA004_C005] ictures of Your Injuries Immediately When considering what to do after a car accident in Massachusetts, you must document any injuries as soon as possible. Clear, detailed photos can provide solid evidence of the harm you sustained during the accident. When dealing with the insurance company, these images help prove the severity of your injuries and support your claim. Here’s what you may want to capture to solidify your case: Make sure to depict these pieces of evidence from different angles and ranges. If you’re unable to take photos yourself, ask a friend or family member to assist you. Attorneys are often able to significantly increase the actual cash value of a case with the aid of pictures taken immediately after an accident. Write Down Accident Details for Legal Reference Be sure to take notes on as much as you remember from the incident as possible. Write down all the things ment

[MA002|MA002_C000] Commonwealth of Massachusetts Motor Vehicle Crash Operator Report When should I complete a Crash Report? M.G.L. Chapter 90, Section 26 requires a person who was operating a motor vehicle involved in a crash in which (i) any person was killed or (ii) injured or (iii) in which there was damage in excess of $1,000 to any one vehicle or other property, to complete and file a Crash Operator Report with the Registrar within five (5) days after such crash (unless the person is physically incapable of doing so due to incapacity). The person completing the report must also send a copy of the report to the police department having jurisdiction on the way where the crash occurred. If the operator is incapacitated but is not the vehicle’s owner, the owner is required to file the crash report within the five (5) days based on his/her knowledge and information obtained about the crash. The Registrar m

[MA004|MA004_C006] ioned above, but also document other important details: The key here is to compile as much information as possible to share with the police officer at the scene of the accident. This will also come in handy later if you decide to file a car accident claim or need to share information with an insurance adjuster. Cooperate with Emergency Personnel and Law Enforcement When you have been in a car accident, your nerves may be on edge. You may worry about how much to share and whether to keep some things to yourself. However, for all parties involved, it is best to cooperate fully with emergency medical services, the police, and anyone else on the scene who is there to help. Be honest and forthcoming with any information they request. Your cooperation helps them provide the appropriate care and makes sure accurate information is included in the police report. Talk to Witnesses and Record Conta

[MA004|MA004_C012] n all-encompassing record. But it is not. While the police note down the time, location, potential causes, and related factors that may have contributed to the event, the crash accident report is a self-filed form required by law. Follow Up with a Car Accident Attorney if You Haven’t Yet If, in the chaos following the accident, you failed to reach out to a trained legal representative, it is high time you did so, at the very least, for a free consultation. As you share the details of the incident with a lawyer, they will assess the situation on a deeper level and advise you on whether the insurance hassle is worth the effort. A trained law expert can notice potential future expenses and optimize the settlement calculations so that you don’t lose anything in the insurance claim process. Keep in mind that many law firms, such as Michael Kelly Injury Lawyers, work on a no-win, no-fee basis.","[{""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C003""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C005""}, {""doc_id"": ""MA002"", ""chunk_id"": ""MA002_C000""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C006""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C012""}]",,,,
f36536b4-64ee-4efb-ae16-fdcd93204148,2026-01-12T16:59:41,ambiguous,Do I have to call the police?,retrieval_only,5,NA,PROCEED,"[MA003|MA003_C002] m Licensing is handled by Officer Brendan Mclaughlin. You may contact Brendan Mclaughlin with any questions. Applications are available in the Records Division or online. FAQs How do I obtain a license to carry a firearm (LTC) for a firearms identification card (FID)? Yes, Text2911 is now available in Massachusetts. When a cell phone sends a text message to ""911"", it is received and handled by the local police department based on your cellphone's current GPS. In instances where your location cannot be determined, the text will be sent to the Massachusetts State Police. State Police call handlers will determine your location and transfer your message directly to the appropriate police agency. FAQs Can I text 911 from a cellular telephone? The Braintree Police Department is committed to making our roads safe. For something ""in progress"", please call in the complaint to dispatch. For genera

[MA003|MA003_C003] l traffic concerns, please Email Traffic Sgt Brian Jenkins or report your concern via the Town of Braintree's See Click Fix online reporting tool. FAQs How do I make the police department aware of a traffic concern (speeders, illegal passing) that happens on my street? If you have a problem with noise from a neighbor, you may call the Braintree Police Department at 781-794-8601 or 781-794-8602 for a police officer to respond to the location of the noise. The responding officer has some discretion in how to deal with the noise complaint. FAQs How can the police department help me address an issue with my neighbor? You can go to the Braintree Police Department and request information. You must be at least 18 years of age, present a valid form of identification and complete a Sex Offender Information Request Form. You will be provided with a dissemination sheet regarding Level 2 and Level 3

[MA004|MA004_C011] o add weight to your claim. Keep in mind that any insurance company pays increased attention to medical timelines. Postponing the visit can compromise the compensation you seek. File a Crash Accident Report (if Police Didn’t Respond) Massachusetts law requires drivers to submit a Motor Vehicle Crash Operator Report within 5 days if there were injuries, a fatality, or damage exceeding $1,000. A copy must be sent to the local police and your insurer. According to this report, a driver or owner of a car involved in a collision that results in personal injuries, property damage exceeding $ 1,000, or a fatal outcome must notify the Registrar about the incident. Moreover, a copy of the report should also be sent to the police department responsible for the area where the accident occurred, as well as the sender’s insurance company. Some accident victims falsely assume that a police report is a

[MA004|MA004_C006] ioned above, but also document other important details: The key here is to compile as much information as possible to share with the police officer at the scene of the accident. This will also come in handy later if you decide to file a car accident claim or need to share information with an insurance adjuster. Cooperate with Emergency Personnel and Law Enforcement When you have been in a car accident, your nerves may be on edge. You may worry about how much to share and whether to keep some things to yourself. However, for all parties involved, it is best to cooperate fully with emergency medical services, the police, and anyone else on the scene who is there to help. Be honest and forthcoming with any information they request. Your cooperation helps them provide the appropriate care and makes sure accurate information is included in the police report. Talk to Witnesses and Record Conta

[MA002|MA002_C001] ay require the owner or operator to supplement the report and he/ she can revoke or suspend the license of any person violating any provision of this legal requirement. A police department is required to accept a report filed by an owner or operator whose vehicle has been damaged in a crash in which another person unlawfully left the scene even if damage to the vehicle does not exceed $1,000. Mail or deliver one copy to the local police department or state police in the city or town where the crash occurred. Mail one copy to your Insurance Company. Mail one copy to the RMV at the following address: Registry of Motor Vehicles Crash Records P.O. Box 55889 Boston, MA 02205-5889 How To Complete This Form Please carefully complete all sections of this form that apply to your crash, circling the answer where appropriate. Illegible reports will be returned to you. Where to send completed report","[{""doc_id"": ""MA003"", ""chunk_id"": ""MA003_C002""}, {""doc_id"": ""MA003"", ""chunk_id"": ""MA003_C003""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C011""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C006""}, {""doc_id"": ""MA002"", ""chunk_id"": ""MA002_C001""}]",,,,
0469b92e-e674-46ef-be35-c3f640d35a75,2026-01-12T16:59:41,ambiguous,What should I say when I report the accident?,retrieval_only,5,NA,PROCEED,"[MA007|MA007_C001] cident in the Bay State. Assess the Situation and Report the Accident Safety First: Ensure everyone involved in the accident is safe. Move to a safe location if possible. Call the Police: It is mandatory to report the accident to the police in Massachusetts if there are injuries, death, or property damage exceeding $1,000. Exchange Information: Collect the names, insurance information, and contact information, and include each party's car details. Document the Scene: Take pictures of the license plates, vehicles, and any visible damages. Note the accident location, time, and weather conditions. Understand Massachusetts Insurance Laws Since Massachusetts is a no-fault state, your insurance provider will provide compensation regardless of who caused the accident. Familiarize yourself with the following terms: Personal Injury Protection (PIP): This coverage pays for medical expenses and los

[MA004|MA004_C002]  be to get yourself and any passengers involved to a safe location. If your motor vehicle is drivable, move it to the side of the road or another safe area away from traffic. Turn on your hazard lights — this way, you can prevent further damage and alert other drivers about the situation. Always be aware and cautious of your surroundings. Under no circumstances should you stand in the path of oncoming traffic while assessing the situation. Your safety and well-being must remain a top priority before addressing any other concerns. Call 911 and Report the Accident Immediately Calling 911 immediately after a Boston car accident will help make sure that law enforcement officially documents the incident. Even if the accident seems minor, having a police report can be super important, especially if you are not at fault. The report provides an unbiased account of the scene, which can be key evi

[MA005|MA005_C002] t in penalties, including license suspension. Even if the police responded to the accident and ﬁled their own report, that does not exempt you from your individual reporting obligation. How to File a Massachusetts Crash Report The Motor Vehicle Crash Operator Report can be downloaded from the Massachusetts Registry of Motor Vehicles (RMV) website. The report must be submitted to three different places: 1. The police department in the jurisdiction where the accident occurred 2. The RMV's Crash Records Unit 3. Your insurance company Massachusetts drivers should keep a copy of the completed report for their own records. Filing must be done in writing—there is currently no option to submit it online. What to Include in the Report To ensure accuracy and avoid complications later, include as much detailed information as possible. Your report should cover: Date, time, and location of the crash 

[MA008|MA008_C004] d by an owner or operator whose vehicle has been damaged in an accident in which another person has unlawfully left the scene of such accident. Such report shall not be required during the period of incapacity of any person who is physically incapable of making a report. If the operator is not the owner of the vehicle and is physically incapable of making such written report, the owner shall within five days after the accident make such report based on such knowledge as he may have and such information as he can obtain regarding the accident. The registrar may require any such operator or owner to file a supplementary written report whenever in the opinion of the registrar the original report is insufficient. The registrar may revoke or suspend the license of any person violating any provision of this section. Site Information & Links Helpful Massachusetts Links Mass.gov link to an exter

[MA005|MA005_C001]  involving signiﬁcant injuries or property damage, an accident report becomes essential documentation that can support a personal injury claim outside the no-fault system. A car accident report can: Provide an ofﬁcial record of the incident Help establish liability and fault in contested cases Serve as evidence in court or settlement negotiations Be required by insurers to process claims Without a properly ﬁled report, an injured party may face challenges when pursuing compensation. When You're Required to File a Crash Report In Massachusetts, drivers are legally required to ﬁle a Motor Vehicle Crash Operator Report under the following circumstances: The crash caused injury or death to any person Property damage totals $1,000 or more The report must be submitted within ﬁve days of the accident, regardless of whether police were present at the scene. Failing to ﬁle when required may resul","[{""doc_id"": ""MA007"", ""chunk_id"": ""MA007_C001""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C002""}, {""doc_id"": ""MA005"", ""chunk_id"": ""MA005_C002""}, {""doc_id"": ""MA008"", ""chunk_id"": ""MA008_C004""}, {""doc_id"": ""MA005"", ""chunk_id"": ""MA005_C001""}]",,,,
8b1c66bf-a2fd-4370-940a-3e0587d0c3d8,2026-01-12T16:59:41,ambiguous,I hit something last night—what should I do?,retrieval_only,5,NA,NEED_MORE_INFO,"[MA002|MA002_C010] OB C7. DOB C11. DOB C4. Sex C8. Sex C12. Sex Name of Medical Facility 1 59 2 43 78 6 E WN S Yes Yes Yes H (Hazardous) 5 Changing lanes 6 Entering traffic lane 7 Leaving traffic lane 8 Making U-turn 9 Overtaking/passing 10 Backing 11 Parked 97 Other 99 Unknown 1 Travelling straight ahead 2 Slowing or stopped 3 Turning right 4 Turning left T (Doubles/Triples) S School BusN (Tank vehicles) P (Passenger transport) X (Tank and Hazardous) No No No D. Other Vehicle(s) Involved in the Crash D1. Number of occupants in the Vehicle: D2. Number of injured occupants D3. Was Vehicle Damage above $1000? D4. Moped? D5. Hit and Run? D23. Full Name of Vehicle Owner (Last, First, Middle) D13. Vehicle Travel Direction D14. Name of Vehicle Driver (Last, First, Middle) D12. Commercial Driver’s License Endorsements D24. Street Address D26. Vehicle Damaged Area (check up to three) 0 None 10 Undercarriage 11 Tot

[MA004|MA004_C020] ay apply. Message frequency may vary. You can reply STOP to opt-out of further messaging or HELP if you need more information. Jeff C, Lynn, MA SETTLEMENT $250,000 Slip And Fall Our client was a pedestrian hit by a motor vehicle. We got the maximum amount of money available from the insurance company without filing a lawsuit. VIEW ALL VERDICTS +1 Apr 18,2025 Apr 18,2025 Apr 18,2025 Apr 18,2025 Get a Free Case Evaluation Share the details of your situation with us so we can begin advocating on your behalf. We customize our approach to fit the unique needs of each client. CONTACT US NOW 30-Day, Risk-Free Guarantee In the event that you are dissatisfied within the first 30 days, you may have your file returned to you by the firm, free of charge. CONTACT US NOW Free Consultation 24/7 (857) 420-6056 Legal Services Testimonials Verdicts & Settlements About Us Blog Contact Us English Do you hav

[MA001|MA001_C002] damaged in a crash in which another person unlawfully left the scene even if damage to the vehicle does not exceed $1,000. There is no fee to submit this form. You should mail your completed crash report form to 3 places: 1. Mail or deliver one copy to the local police department or state police in the city or town where the crash occurred. 2. Mail one copy to your Insurance Company. 3. Mail one copy to the RMV at the following address: Crash Records Registry of Motor Vehicles P .O. Box 55889 Boston, MA 02205-5889 What you need Fees How to report By mail + Contact Registry of Motor Vehicles + CONTACTS Yes No Massachusetts Department of Transportation Highway Division Motor Vehicle Crash Data What you need Fees How to report Contact Feedback Menu State OrganizationsSelect Language

[MA001|MA001_C000] Did you ﬁnd what you were looking for on this webpage? Registry of Motor Vehicles Online Ask the RMV Ask the RMV An oﬃcial website of the Commonwealth of Massachusetts Here's how you know OFFERED BY Report a motor vehicle crash Notices & Alerts Hide Help Us Improve Mass.gov All Topics Site Policies Public Records Requests © 2026 Commonwealth of Massachusetts. Mass.gov® is a registered service mark of the Commonwealth of Massachusetts. Mass.gov Privacy Policy Mass.gov Search Mass.gov SEARCH Massachusetts Registry of Motor Vehicles Report a motor vehicle crash to the Registry of Motor Vehicles. Mass RMV cautions public to beware of scam texts stating money is owed for motor vehicle violations Updated Nov. 25, 2025, 02:00 pm+ THE DETAILS M.G.L. Chapter 90, Section 26 requires a person who was operating a motor vehicle involved to complete the Motor Vehicle Crash Operator Report form in a cr

[MA002|MA002_C001] ay require the owner or operator to supplement the report and he/ she can revoke or suspend the license of any person violating any provision of this legal requirement. A police department is required to accept a report filed by an owner or operator whose vehicle has been damaged in a crash in which another person unlawfully left the scene even if damage to the vehicle does not exceed $1,000. Mail or deliver one copy to the local police department or state police in the city or town where the crash occurred. Mail one copy to your Insurance Company. Mail one copy to the RMV at the following address: Registry of Motor Vehicles Crash Records P.O. Box 55889 Boston, MA 02205-5889 How To Complete This Form Please carefully complete all sections of this form that apply to your crash, circling the answer where appropriate. Illegible reports will be returned to you. Where to send completed report","[{""doc_id"": ""MA002"", ""chunk_id"": ""MA002_C010""}, {""doc_id"": ""MA004"", ""chunk_id"": ""MA004_C020""}, {""doc_id"": ""MA001"", ""chunk_id"": ""MA001_C002""}, {""doc_id"": ""MA001"", ""chunk_id"": ""MA001_C000""}, {""doc_id"": ""MA002"", ""chunk_id"": ""MA002_C001""}]",,,,
712ca336-446c-49de-884d-3168c42932cd,2026-01-12T16:59:41,ambiguous,I need help but I’m confused about the process.,retrieval_only,5,NA,PROCEED,"[MA004|MA004_C001] might need help with properly documenting the scene of the accident and working with the police on an accident report. It is also natural to worry that your insurance company may not cover the full costs of your injuries. Law enforcement officers may not understand what caused the accident in the first place. However, knowing what to do in the moments, days, and weeks after the accident can go a long way in aiding your recovery and also helping to ensure you receive proper compensation for the vehicle damage caused by the car accident. For these reasons, one of the best things you can do is find a reputable Massachusetts car accident lawyer. Michael Kelly Injury Lawyers can help you manage the claims process and achieve justice. Follow this car accident checklist for the best results. Ensure Safety After a Car Accident in Massachusetts After a car accident, your immediate priority should

[MA004|MA004_C008] the police report, and any other relevant evidence and provide them to the insurance provider. Regardless of the damage level, contact your insurer promptly and share all evidence you’ve gathered. A detailed report improves your chances of fair compensation. When speaking with insurance representatives, provide them with an accurate account of the incident. This will help them assess the situation and determine the next steps for your case. Contact a Lawyer It is no secret that involving a Boston car accident attorney gives you the best shot at recovering a large settlement or favorable court judgment. Motor vehicle accident cases are incredibly complicated, and you will likely need help navigating the car accident claim. Insurance companies very regularly offer unrepresented individuals lowball settlements because they know they are unfamiliar with case value. If you’ve been in a motorc

